₹	രൂപ
RS	രൂപ
Rs	രൂപ
rs	രൂപ
RS.	രൂപ
Rs.	രൂപ
rs.	രൂപ
£	പൗണ്ട്
₩	വോൺ
$	ഡോളർ
₺	ലിറ
৳	ടാക്ക
¥	യെൻ
₦	നൈറ
€	യൂറോ
