ಪೈಸೆ	ಪೈಸೆ
ಪೈಸೆಗಳು	ಪೈಸೆ
ಸೆಂಟ್	ಸೆಂಟ್
ಸೆಂಟ್ಗಳು	ಸೆಂಟ್

