₹	ਰੁਪਏ
£	ਪੌਂਡ
₩	ਵੋਨ
$	ਡਾਲਰ
₺	ਲੀਰਾ
৳	ਟਕਾ
¥	ਯੇਨ
₦	ਨਾਇਰਾ
€	ਯੂਰੋ
Rs	ਰੁਪਏ
RS	ਰੁਪਏ
rs	ਰੁਪਏ
Rs.	ਰੁਪਏ
RS.	ਰੁਪਏ
rs.	ਰੁਪਏ
INR	ਰੁਪਏ
Inr	ਰੁਪਏ
inr	ਰੁਪਏ
