প্রথম	প্রথম
দ্বিতীয়	দ্বিতীয়
তৃতীয়	তৃতীয়
চতুর্থ	চতুর্থ
পঞ্চম	পঞ্চম
ষষ্ঠ	ষষ্ঠ
সপ্তম	সপ্তম
অষ্টম	অষ্টম
নবম	নবম
দশম	দশম

