ఒకటి	ఒకటి
రెండు	రెండు
మూడు	మూడు
నాలుగు	నాలుగు
ఐదు	ఐదు
ఆరు	ఆరు
ఏడు	ఏడు
ఎనిమిది	ఎనిమిది
తొమ్మిది	తొమ్మిది
పది	పది

