మొదటి	మొదటి
రెండవ	రెండవ
మూడవ	మూడవ
నాలుగవ	నాలుగవ
ఐదవ	ఐదవ
ఆరవ	ఆరవ
ఏడవ	ఏడవ
ఎనిమిదవ	ఎనిమిదవ
తొమ్మిదవ	తొమ్మిదవ
పదవ	పదవ

