௦	ஒன்று
௧	இரண்டு
௨	மூன்று
௩	நான்கு
௪	ஐந்து
௫	ஆறு
௬	ஏழு
௭	எட்டு
௮	ஒன்பது
௯	பத்து
௧௦	பதினொன்று
௧௧	பன்னிரண்டு
௧௨	பதிமூன்று
௧௩	பதினான்கு
௧௪	பதினைந்து
௧௫	பதினாறு
௧௬	பதினேழு
௧௭	பதினெட்டு
௧௮	பத்தொன்பது
௧௯	இருபது
௨௦	இருபத்தொன்று
௨௧	இருபத்திரண்டு
௨௨	இருபத்துமூன்று
௨௩	இருபத்துநான்கு
௨௪	இருபத்தைந்து
௨௫	இருபத்தாறு
௨௬	இருபத்தேழு
௨௭	இருபத்தெட்டு
௨௮	இருபத்தொன்பது
௨௯	முப்பது
௩௦	முப்பத்தொன்று
௩௧	முப்பத்திரண்டு
௩௨	முப்பத்துமூன்று
௩௩	முப்பத்துநான்கு
௩௪	முப்பத்தைந்து
௩௫	முப்பத்தாறு
௩௬	முப்பத்தேழு
௩௭	முப்பத்தெட்டு
௩௮	முப்பத்தொன்பது
௩௯	நாற்பது
௪௦	நாற்பத்தொன்று
௪௧	நாற்பத்திரண்டு
௪௨	நாற்பத்துமூன்று
௪௩	நாற்பத்துநான்கு
௪௪	நாற்பத்தைந்து
௪௫	நாற்பத்தாறு
௪௬	நாற்பத்தேழு
௪௭	நாற்பத்தெட்டு
௪௮	நாற்பத்தொன்பது
௪௯	ஐம்பது
௫௦	ஐம்பத்தொன்று
௫௧	ஐம்பத்திரண்டு
௫௨	ஐம்பத்துமூன்று
௫௩	ஐம்பத்துநான்கு
௫௪	ஐம்பத்தைந்து
௫௫	ஐம்பத்தாறு
௫௬	ஐம்பத்தேழு
௫௭	ஐம்பத்தெட்டு
௫௮	ஐம்பத்தொன்பது
௫௯	அறுபது
௬௦	அறுபத்தொன்று
௬௧	அறுபத்திரண்டு
௬௨	அறுபத்துமூன்று
௬௩	அறுபத்துநான்கு
௬௪	அறுபத்தைந்து
௬௫	அறுபத்தாறு
௬௬	அறுபத்தேழு
௬௭	அறுபத்தெட்டு
௬௮	அறுபத்தொன்பது
௬௯	எழுபது
௭௦	எழுபத்தொன்று
௭௧	எழுபத்திரண்டு
௭௨	எழுபத்துமூன்று
௭௩	எழுபத்துநான்கு
௭௪	எழுபத்தைந்து
௭௫	எழுபத்தாறு
௭௬	எழுபத்தேழு
௭௭	எழுபத்தெட்டு
௭௮	எழுபத்தொன்பது
௭௯	எண்பது
௮௦	எண்பத்தொன்று
௮௧	எண்பத்திரண்டு
௮௨	எண்பத்துமூன்று
௮௩	எண்பத்துநான்கு
௮௪	எண்பத்தைந்து
௮௫	எண்பத்தாறு
௮௬	எண்பத்தேழு
௮௭	எண்பத்தெட்டு
௮௮	எண்பத்தொன்பது
௮௯	தொண்ணூறு
௯௦	தொண்ணூற்றொன்று
௯௧	தொண்ணூற்றிரண்டு
௯௨	தொண்ணூற்றுமூன்று
௯௩	தொண்ணூற்றுநான்கு
௯௪	தொண்ணூற்றைந்து
௯௫	தொண்ணூற்றாறு
௯௬	தொண்ணூற்றேழு
௯௭	தொண்ணூற்றெட்டு
௯௮	தொண்ணூற்றொன்பது
௯௯	நூறு

