ಕಿಲೋಗ್ರಾಂ	ಕಿಲೋಗ್ರಾಂ
ಗ್ರಾಂ	ಗ್ರಾಂ
ಮೀಟರ್	ಮೀಟರ್
ಕಿಲೋಮೀಟರ್	ಕಿಲೋಮೀಟರ್
ಲೀಟರ್	ಲೀಟರ್
ಕಿಲೋಲೀಟರ್	ಕಿಲೋಲೀಟರ್

