₹	रुपये
£	पाउंड
₩	वॉन
$	डॉलर
₺	लीरा
৳	टका
¥	येन
₦	नाइरा
€	यूरो
Rs	रुपये
RS	रुपये
rs	रुपये
Rs.	रुपये
RS.	रुपये
rs.	रुपये
INR	रुपये
Inr	रुपये
inr	रुपये

